Date,SSE,Shenzhen,MOEX_Russia,All_Ordinaries,ASX200,BEL20,Sensex,CBOEUK100,DOW30,CAC40,FTSE100,DAX,SP500,HangSeng,Nasdaq100,Jakarta,FTSE_KLCI,Euronext100,Nikkei225,NYSE ,Russell2000,STI,EuroStocks50,VIX,Nyse_Amex,Bovespa,5Y_US_Yield,TSX,3M_US_Yield,Kospi,Merval,IPC_Mexico,NZX50,TA125,10Y_US_Yield,TSEC,30Y_US_Yield,absolute
2018-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1331.3399658203125,,,,1
2018-12-31,,,,5709.39990234375,5646.39990234375,3243.6298828125,36068.328125,,23327.4609375,4730.68994140625,6728.10009765625,,2506.85009765625,25845.69921875,6635.27978515625,,1690.5799560546875,916.6300048828125,,11374.3896484375,1348.56005859375,3068.760009765625,,25.420000076293945,2292.260009765625,,2.509999990463257,14322.900390625,2.299999952316284,,,41640.26953125,8811.26953125,1333.1800537109375,2.686000108718872,,3.0199999809265137,1
2019-01-01,,,,5709.39990234375,5646.39990234375,3243.6298828125,36068.328125,,23327.4609375,4730.68994140625,6728.10009765625,,2506.85009765625,25845.69921875,6635.27978515625,,1690.5799560546875,916.6300048828125,,11374.3896484375,1348.56005859375,3068.760009765625,,25.420000076293945,2292.260009765625,,2.509999990463257,14322.900390625,2.299999952316284,,,41640.26953125,8811.26953125,1348.9000244140625,2.686000108718872,,3.0199999809265137,1
2019-01-02,2465.291015625,7149.27001953125,,5625.60009765625,5557.7998046875,3223.139892578125,35891.51953125,673.4199829101562,23346.240234375,4689.39013671875,6734.2001953125,10580.1904296875,2510.030029296875,25130.349609375,6665.93994140625,6181.1748046875,1668.1099853515625,910.3499755859375,,11383.5302734375,1355.9100341796875,3038.889892578125,,23.219999313354492,2321.760009765625,91012.0,2.503000020980835,14347.2001953125,2.365000009536743,2010.0,31097.0,42271.140625,8811.26953125,1334.199951171875,2.6610000133514404,9554.1396484375,2.9820001125335693,1
2019-01-03,2464.363037109375,7089.43994140625,2375.60009765625,5694.60009765625,5633.39990234375,3221.5,35513.7109375,671.0499877929688,22686.220703125,4611.490234375,6692.7001953125,10416.66015625,2447.889892578125,25064.359375,6463.5,6221.009765625,1675.8299560546875,897.4500122070312,,11190.4404296875,1330.8299560546875,3012.8798828125,2954.659912109375,25.450000762939453,2321.550048828125,91564.0,2.368000030517578,14212.7998046875,2.3550000190734863,1993.699951171875,31065.0,42044.3203125,8732.3701171875,1320.1600341796875,2.553999900817871,9492.419921875,2.9000000953674316,1
2019-01-04,2514.867919921875,7284.83984375,2406.5,5677.0,5619.39990234375,3317.050048828125,35695.1015625,684.7000122070312,23433.16015625,4737.1201171875,6837.39990234375,10767.6904296875,2531.93994140625,25626.029296875,6738.85986328125,6274.5400390625,1669.780029296875,921.2999877929688,19561.9609375,11533.33984375,1380.75,3059.22998046875,3041.85009765625,21.3799991607666,2377.780029296875,91841.0,2.4820001125335693,14426.599609375,2.3580000400543213,2010.25,32303.0,42455.12890625,8743.759765625,1320.1600341796875,2.6589999198913574,9382.509765625,2.9739999771118164,1
2019-01-06,2514.867919921875,7284.83984375,2406.5,5677.0,5619.39990234375,3317.050048828125,35695.1015625,684.7000122070312,23433.16015625,4737.1201171875,6837.39990234375,10767.6904296875,2531.93994140625,25626.029296875,6738.85986328125,6274.5400390625,1669.780029296875,921.2999877929688,19561.9609375,11533.33984375,1380.75,3059.22998046875,3041.85009765625,21.3799991607666,2377.780029296875,91841.0,2.4820001125335693,14426.599609375,2.3580000400543213,2010.25,32303.0,42455.12890625,8743.759765625,1346.93994140625,2.6589999198913574,9382.509765625,2.9739999771118164,1
2019-01-07,2533.089111328125,7400.2001953125,2406.5,5744.5,5683.2001953125,3340.780029296875,35850.16015625,681.7999877929688,23531.349609375,4719.169921875,6810.89990234375,10747.8095703125,2549.68994140625,25835.69921875,6823.47021484375,6287.22412109375,1679.1700439453125,919.6599731445312,20038.970703125,11605.9599609375,1405.3699951171875,3102.800048828125,3033.639892578125,21.399999618530273,2399.3701171875,91699.0,2.5190000534057617,14504.099609375,2.3529999256134033,2037.0999755859375,33011.0,42834.19921875,8806.0400390625,1353.2099609375,2.681999921798706,9590.2998046875,2.9779999256134033,1
2019-01-08,2526.4619140625,7391.64990234375,2389.68994140625,5783.2998046875,5722.39990234375,3382.969970703125,35980.9296875,688.8400268554688,23787.44921875,4773.27001953125,6861.60009765625,10803.98046875,2574.409912109375,25875.44921875,6897.0,6262.84716796875,1672.760009765625,929.2999877929688,20204.0390625,11716.23046875,1426.550048828125,3122.93994140625,3054.93994140625,20.469999313354492,2433.419921875,92032.0,2.571000099182129,14605.2001953125,2.4000000953674316,2025.27001953125,32915.0,43542.87109375,8821.150390625,1364.18994140625,2.7160000801086426,9563.599609375,2.993000030517578,1
2019-01-09,2544.344970703125,7447.93017578125,2414.1298828125,5838.39990234375,5778.2998046875,3404.260009765625,36212.91015625,692.8099975585938,23879.119140625,4813.580078125,6906.60009765625,10893.3203125,2584.9599609375,26462.3203125,6957.080078125,6272.23779296875,1667.8299560546875,935.5900268554688,20427.060546875,11778.419921875,1438.81005859375,3158.070068359375,3070.239990234375,19.979999542236328,2449.31005859375,93613.0,2.559000015258789,14804.7001953125,2.390000104904175,2064.7099609375,33769.0,43648.0703125,8947.2197265625,1367.06005859375,2.7279999256134033,9738.3095703125,3.0239999294281006,1
2019-01-10,2535.09912109375,7428.60986328125,2434.14990234375,5853.89990234375,5795.2998046875,3413.159912109375,36106.5,693.9400024414062,24001.919921875,4805.66015625,6942.89990234375,10921.58984375,2596.639892578125,26521.4296875,6986.06982421875,6328.7138671875,1678.8800048828125,936.1099853515625,20163.80078125,11839.3095703125,1445.4300537109375,3183.510009765625,3075.72998046875,19.5,2455.77001953125,93806.0,2.559000015258789,14903.5,2.375,2063.280029296875,34168.0,43668.94921875,8919.16015625,1360.300048828125,2.7309999465942383,9720.6904296875,3.0510001182556152,1
2019-01-11,2553.8310546875,7474.009765625,2444.449951171875,5834.7998046875,5774.60009765625,3411.72998046875,36009.83984375,692.5900268554688,23995.94921875,4781.33984375,6918.2001953125,10887.4599609375,2596.260009765625,26667.26953125,6971.47998046875,6361.46484375,1683.219970703125,935.1799926757812,20359.69921875,11848.009765625,1447.3800048828125,3198.64990234375,3070.0400390625,18.190000534057617,2436.429931640625,93658.0,2.5250000953674316,14939.2001953125,2.369999885559082,2075.570068359375,33885.0,43556.109375,8959.580078125,1360.300048828125,2.7009999752044678,9759.400390625,3.0369999408721924,1
