Date,005380.KS,7203.T,F,GM,RNO.PA,TSLA,VOW3.DE,SP500
2021-12-30,159.23938513451847,17.127484022793936,17.26,56.94,25.30776313973799,356.78,101.70639837096792,4778.73
2021-12-31,158.40698525038886,17.11036509936851,17.51,57.43,25.75711084131341,352.26,102.02182333237405,4766.18
2022-01-03,158.68838114038488,17.098626298147376,18.36,59.91,26.377199525949163,399.93,103.48654614014055,4796.56
2022-01-04,158.52673643601665,18.116935583059103,20.5,64.39,27.277767309600986,383.2,107.69542124309542,4793.54
2022-01-05,160.92371918094443,18.44784490133714,19.95,61.45,28.77621238890184,362.71,110.19508002574854,4700.58
2022-01-06,160.93071503022722,18.394702658390187,20.62,61.58,28.81514044277568,354.9,108.80809167195356,4696.05
2022-01-07,160.8070919146567,18.62210365322665,20.61,60.99,28.94604159695483,342.32,108.18029796831344,4677.03
2022-01-10,157.85860673518317,18.661887168260428,20.11,59.82,28.624374133278014,352.71,107.65406924032528,4670.29
2022-01-11,158.4519321719049,18.834556483449926,20.53,60.2,28.32199281130286,354.8,108.230787736057,4713.07
2022-01-12,160.3638056772653,19.12989547893004,20.63,59.78,27.220392669325182,368.74,107.85222809736827,4726.35
2022-01-13,159.7031143287682,19.667407368474702,21.1,60.5,28.28263898853401,343.85,108.14001613261165,4659.03
2022-01-14,158.8448541027203,19.583151423142393,21.24,59.85,27.96515427183127,349.87,109.71347977431931,4662.85
2022-01-17,155.49680903823014,19.820919329161125,21.24,59.85,28.490790379809095,349.87,109.87051337793498,4662.85
2022-01-18,153.45854075280963,19.779176378849375,20.56,57.58,28.26325601104234,343.5,108.68865148804561,4577.11
2022-01-19,151.57099277470783,18.79847045006594,18.93,55.08,28.615189099912385,331.88,110.14464675441292,4532.76
2022-01-20,153.3244215925626,19.15555281434297,18.25,53.53,28.501156649869216,332.09,109.44690993137222,4482.73
2022-01-21,151.26273397644874,18.73922145142755,17.41,52.19,28.12506127706133,314.63,107.95710196041078,4397.94
2022-01-24,149.1101133025598,18.724172179373674,17.19,51.56,27.271598780480883,310.0,101.31844215535267,4410.13
2022-01-25,146.70562282391955,18.34261580805225,16.85,50.83,28.169933729282445,306.13,102.47144545285063,4356.45
2022-01-26,146.65166255360157,18.241317233809003,16.79,51.27,29.890634572256555,312.47,105.39124601771665,4349.93
2022-01-27,140.08916095380832,17.62998917515938,16.48,50.39,30.097295162589475,276.37,107.83974699952641,4326.51
2022-01-28,139.75973896877736,18.133452801784617,16.56,49.21,29.622241778943977,282.12,107.22139119986021,4431.85
2022-01-31,139.2679165032607,18.216584660152645,17.2,51.65,29.903944912450605,312.24,107.00859927591769,4515.55
2022-02-01,139.56722208699597,18.088619454786688,17.51,52.96,29.85846516017329,310.42,107.429920576299,4546.54
2022-02-02,139.87130977130977,18.52827359215176,17.48,52.4,29.51936225214861,301.89,106.47548812343507,4589.38
2022-02-03,143.9252021918049,18.749103259691424,16.86,52.02,30.185984136438528,297.05,104.69961252366,4477.44
2022-02-04,142.75384791962415,18.52518756084229,15.22,50.24,28.638238884354337,307.77,100.26444184671963,4500.53
2022-02-07,140.5034331607176,18.466031538856782,15.16,49.67,28.94768546302249,302.45,99.98125500844289,4483.87
2022-02-08,140.53160665993852,18.658473479296344,15.02,48.44,29.34556183488196,307.33,100.38489243516649,4521.54
2022-02-09,140.58916384651073,18.75687073772431,15.55,49.68,30.18055265874663,310.67,106.730762085907,4587.18
2022-02-10,140.1082099237601,18.231691907140785,15.32,49.31,30.52132657876205,301.52,106.74584442004215,4504.08
2022-02-11,137.6068565135635,18.161779737592003,14.87,47.83,30.073078522983984,286.67,107.5727947166453,4418.64
2022-02-14,132.73133092308828,17.65209723200781,14.8,47.41,28.895587004459237,291.92,104.6453155432502,4401.67
2022-02-15,135.95254726355682,17.428766321733995,15.32,48.65,30.62884729210715,307.48,108.35518572786737,4471.07
2022-02-16,137.14305793370366,17.729233900862802,15.26,49.39,31.25881623479771,307.8,106.63218721222542,4475.01
2022-02-17,138.2826154167537,17.50795134489839,14.86,47.82,30.513561731865003,292.12,105.29860052557736,4380.26
2022-02-18,138.0622655974796,17.778716484822112,15.29,47.6,30.51956760500616,285.66,103.14540518913007,4348.87
2022-02-21,138.47701593858966,17.674515930536483,15.29,47.6,29.433048798112072,285.66,100.65201406763572,4348.87
2022-02-22,138.52220892610765,17.324991753778168,14.65,45.81,28.347452399430857,273.84,108.61512953044561,4304.76
2022-02-23,138.7544962163916,17.251685448820528,14.36,45.43,27.089450372628548,254.68,107.50160185345165,4225.5
2022-02-24,130.84557766313978,17.016918965855776,14.53,45.4,24.68667431471259,266.92,101.40022728192947,4288.7
2022-02-25,130.11783582089552,17.022955711605704,15.11,46.46,26.066310938530467,269.96,107.8038996100211,4384.65
2022-02-28,131.03158382970682,17.299995811209232,14.88,45.76,24.380527738175406,290.14,103.65748953978465,4373.94
2022-03-01,130.6671521085698,17.33154859507446,14.15,43.61,21.576477165451074,288.12,95.46253760763828,4306.26
2022-03-02,127.56715417082431,16.59906121899298,15.34,45.37,22.05203608372993,293.3,93.56171399109203,4386.54
2022-03-03,133.04956717925407,16.56930934755562,14.92,43.98,20.796689672099895,279.76,91.01588894141858,4363.49
2022-03-04,132.7362509608309,15.984637369537708,14.28,41.53,19.960522688430775,279.43,85.00164641469817,4328.87
2022-03-07,124.52515789651106,15.00809087256249,13.53,39.01,19.22841709202927,268.19,81.85181278629965,4201.09
2022-03-08,122.94976385343955,14.67752406433733,13.58,39.37,18.72932730702832,274.8,81.38744047963215,4170.7
2022-03-09,122.86900746878946,14.912030540257545,13.87,41.41,20.75565930803645,286.32,89.79437753688977,4277.88
2022-03-10,123.86141806460627,15.69472649789132,13.84,40.99,19.595751502168977,279.43,84.52361016603761,4259.52
2022-03-11,123.3200415194068,14.974134630223352,13.59,40.66,19.339121128465493,265.12,84.93778317220406,4204.31
2022-03-14,119.94156169347599,15.227731115075398,13.34,39.99,19.6394686910166,255.46,89.32436505252777,4173.11
2022-03-15,119.44327053484888,15.463296318119246,13.61,41.26,20.067268415837532,267.3,89.82752665195034,4262.45
2022-03-16,119.47886217276455,15.738173358145486,14.05,42.95,21.560047769075705,280.08,92.36634418447147,4357.86
2022-03-17,121.30377759607522,16.01564697578625,14.05,42.76,20.277709329316846,290.53,91.8167420190991,4411.67
2022-03-18,127.4169487655248,15.941292633956929,14.29,43.9,20.054923936341197,301.8,90.27418591291051,4463.12
2022-03-21,127.41273381043192,15.837434847914924,13.97,42.71,20.048654793092965,307.05,90.63549495215332,4461.18
2022-03-22,128.27820282497626,16.067277384823697,14.48,43.64,20.4498049040491,331.33,91.58390212243914,4511.61
2022-03-23,130.64390829177916,16.467941818917126,14.14,42.88,19.955147060555987,333.04,90.10188618255583,4456.24
2022-03-24,130.315686018494,16.983249140640442,14.26,43.44,19.843169167526195,337.97,89.89391746497445,4520.16
2022-03-25,128.883498588855,16.729929779214256,13.96,42.75,19.946267326612602,336.88,89.38579998232906,4543.06
2022-03-28,128.5328324314333,16.839781275292612,14.13,43.31,20.032979465013973,363.95,89.94807779791275,4575.52
2022-03-29,130.08247025629817,17.096635430941703,15.04,45.31,22.348872750236822,366.52,94.43467517010934,4631.6
2022-03-30,135.00207532755798,17.059411167512692,14.64,44.29,21.3045718563949,364.66,93.35062928527839,4602.45
2022-03-31,134.48345054681744,17.2448179886663,14.33,42.84,20.42674847322921,359.2,91.56200412122918,4530.41
2022-04-01,132.17745574310416,17.14626019672404,14.11,42.08,20.76341843552124,361.53,92.64512671229964,4545.86
2022-04-04,131.71328389144256,17.073158711192978,14.12,42.29,21.1997842870912,381.82,93.5524212669033,4582.64
2022-04-05,132.98572926375985,17.095571434881457,13.41,40.57,20.01664755775412,363.75,92.95851389702563,4525.12
2022-04-06,133.19648820512822,16.767969444908726,13.04,38.69,19.373887188942067,348.59,90.81796147963614,4481.15
2022-04-07,132.21127893217349,16.594327708589848,12.68,37.92,19.214124929720743,352.42,89.48240034127826,4500.21
2022-04-08,130.1888632573122,15.98754181654668,12.75,38.54,19.20874910920883,341.83,91.69945729518331,4488.28
2022-04-11,131.80020296286668,15.996060343519945,12.95,39.5,19.467252168037188,325.31,90.71243412326531,4412.53
2022-04-12,129.978149591847,15.615993991438332,13.02,39.22,19.46137008122875,328.98,90.42136802974302,4397.45
2022-04-13,132.86265932257632,16.00043052035201,13.14,39.39,19.646886197814553,340.79,90.91880622712209,4446.59
2022-04-14,130.87725704677308,16.096014561551236,13.12,39.31,19.48319608170267,328.33,89.00048780044865,4392.59
2022-04-15,129.7680376946305,16.20753046188979,13.12,39.31,19.619279849973058,328.33,89.62212717147374,4392.59
2022-04-18,131.08196832507448,16.11398111625677,13.28,39.8,19.62968148225631,334.76,89.66964249407522,4391.69
2022-04-19,132.13669261828102,16.217013697529904,13.69,41.22,20.14508237179193,342.72,92.37800203639392,4462.21
2022-04-20,133.13874092486088,16.533368305940783,13.6,40.86,20.204785001976795,325.73,93.53861263867937,4459.45
2022-04-21,133.7331836178548,16.640966088401402,13.31,39.87,20.70992471046904,336.26,93.06101904833373,4393.66
2022-04-22,130.65153142149543,16.294856414120535,12.82,39.02,20.461136020271965,335.02,91.64595429918835,4271.78
2022-04-25,132.03201155698954,16.122701830283532,12.96,39.0,20.4235572538511,332.67,89.73230476431593,4296.12
2022-04-26,135.00227765830124,16.157235930825646,12.55,37.26,19.721474392310405,292.14,88.40596566207485,4175.2
2022-04-27,133.77080789826542,16.110037391623013,12.67,37.87,20.049570921928225,293.84,88.99228480435997,4183.96
2022-04-28,134.25067604864228,16.484727061099452,12.47,37.95,20.76722760915009,292.5,90.87556899040496,4287.5
2022-04-29,131.8444103544221,16.18013718223737,12.08,37.13,21.439040061337582,290.25,92.30592026408934,4131.93
2022-05-02,133.57796336450073,16.225011531734246,12.17,37.66,21.08966769734317,300.98,90.9646153066323,4155.38
2022-05-03,130.64118413262287,16.21241705543085,12.42,39.12,21.95249039405774,303.08,93.04354186090012,4175.48
2022-05-04,131.5881974606712,16.211918930322696,12.78,40.32,21.45598211407576,317.54,91.826664488218,4300.17
2022-05-05,132.59338393927288,16.323950708716588,12.4,39.13,20.418965289233945,291.09,90.19553086037364,4146.87
2022-05-06,129.72952339753243,16.534028771006593,12.12,38.77,20.99672223381544,288.55,90.90356788169261,4123.34
2022-05-09,129.58345946262844,16.256568808157443,11.41,37.47,20.366130826980694,262.37,88.21525478483805,3991.24
2022-05-10,127.68785738859766,15.820045079886949,11.39,37.91,20.225636935682846,266.68,87.98199389523056,4001.05
2022-05-11,129.2850054343783,15.12224709731123,10.95,36.5,20.801354288638787,244.67,90.66770125810152,3935.18
2022-05-12,127.35918076176115,14.949049945192469,10.61,34.83,20.37577588050589,242.67,90.68266641870339,3930.08
2022-05-13,130.3081541739299,15.130805664505754,11.52,37.43,21.715711857461287,256.53,96.84398207240498,4023.89
2022-05-16,129.88769850293139,14.991886840320776,11.13,36.34,21.6621438555418,241.46,95.52303559911574,4008.01
2022-05-17,130.71329702015282,14.929918928624096,11.54,37.32,22.186121544170135,253.87,95.9482700286736,4088.85
2022-05-18,132.0744363015624,14.94917174029812,10.9,35.09,21.558883436294206,236.6,94.9956077535919,3923.68
2022-05-19,128.67630854569734,14.840439500454014,10.96,35.38,21.99042480106534,236.47,95.24728067330733,3900.79
2022-05-20,133.11324720060918,15.168424094830046,10.66,34.67,21.82628515742879,221.3,94.52700371342048,3901.36
2022-05-23,133.16580548518255,15.260001734617587,10.95,35.26,21.93982653341915,224.97,95.99974982087284,3973.75
2022-05-24,132.53879595079758,15.181624687571444,10.6,34.49,21.334858538658363,209.39,93.45585466934025,3941.48
2022-05-25,131.2379331173288,15.262012344105328,10.84,35.24,21.692307215384528,219.6,92.98166720961089,3978.73
2022-05-26,131.01265055941184,15.50270537133926,11.19,36.65,22.61707856094127,235.91,97.20571455980881,4057.84
2022-05-27,132.88961549728313,15.530717686155246,11.63,37.78,22.40762516252096,253.21,96.78603334231506,4158.24
2022-05-30,135.10583706954776,15.817574278778434,11.63,37.78,22.885989897134007,253.21,96.79953707305702,4158.24
2022-05-31,138.25023574795551,15.726147669125098,11.67,37.89,22.64808134993084,252.75,98.54699987385892,4132.15
2022-06-01,137.6301007811973,16.16144763170864,11.56,37.48,23.299566888261545,246.79,100.911998614014,4101.23
2022-06-02,135.6085782280866,15.956564573579552,11.85,38.07,23.54947407523607,258.33,101.66915232481351,4176.82
2022-06-03,135.91292563542547,15.777567477607688,11.52,36.84,22.8907452877376,234.52,100.03655650939369,4108.54
2022-06-06,134.85976829746605,15.667791231721079,11.48,37.05,23.708642184745813,238.28,101.50058492541395,4121.43
2022-06-07,131.91898043535377,15.690670624359434,11.72,37.58,23.579668960891144,238.89,101.22141114429351,4160.68
2022-06-08,131.54903296797602,15.892944500515203,11.54,36.92,24.461098536065965,241.87,102.52724105544804,4115.77
2022-06-09,130.9641145176778,15.769174406731256,11.33,35.9,24.287030954483676,239.71,100.67501498228154,4017.82
2022-06-10,131.63679959887403,15.52054048838387,10.88,34.29,23.683504970512576,232.23,98.43486181183617,3900.86
2022-06-13,123.46586536817911,14.969291538249971,10.08,31.62,22.202124464424053,215.74,94.99535005924676,3749.63
2022-06-14,119.73019364746798,14.777499793669579,10.41,32.52,22.23684292947843,220.89,95.00585526217145,3735.48
2022-06-15,121.69410334153143,14.555781539498442,10.47,33.48,23.226650578132233,233.0,96.68033440646052,3789.99
2022-06-16,122.06630298852404,15.107332639995102,9.6,30.77,21.633088933225405,213.1,93.74338537731009,3666.77
2022-06-17,119.01652999387554,14.75000130324418,9.58,31.23,21.7695233111229,216.76,92.19810308247345,3674.84
2022-06-20,119.15197210383572,14.62417565361615,9.58,31.23,24.010101255118972,216.76,94.08642695088501,3674.84
2022-06-21,120.37429348352256,14.988118144885917,9.78,31.97,23.905074189258382,237.04,95.57277175864535,3764.79
2022-06-22,119.74874026289349,14.979709560188232,9.79,32.16,23.69777262075409,236.09,94.10750088818692,3759.89
2022-06-23,118.84019451404177,14.801358357968377,9.86,32.31,22.813059243971054,235.07,90.35296700568618,3795.73
2022-06-24,120.03313020118999,14.825942259672368,10.25,34.1,22.43321506208787,245.71,90.81649860304556,3911.74
2022-06-27,128.10685093870646,14.871688947641525,10.27,33.92,22.837114963984376,244.92,90.22222003798719,3900.11
2022-06-28,130.41854794595952,15.152287348121897,10.08,33.29,23.343968985662855,232.66,91.35336203053326,3821.55
2022-06-29,123.16311261480436,14.80929416588829,9.83,32.76,22.169333960141778,228.49,87.70808077672893,3818.83
2022-06-30,125.72811754789956,14.556442570443805,9.5,31.11,21.748720878908202,224.47,83.72108838333236,3785.38
2022-07-01,126.74491535436803,14.412384672167963,9.66,31.53,22.19957601691964,227.26,83.51087280655496,3825.33
2022-07-04,124.35354935966438,14.81417038165786,9.66,31.53,22.10093428832248,227.26,83.54459852181573,3825.33
2022-07-05,124.21575800217275,14.751693566124228,9.55,31.71,20.808599972280593,233.07,79.477158438577,3831.39
2022-07-06,119.519390762203,14.377698335777364,9.44,30.63,21.067155723111394,231.73,80.72980867333895,3845.08
2022-07-07,121.6055891243334,14.657928819702406,9.94,31.99,22.510381408688914,244.54,85.55515655330305,3902.62
2022-07-08,124.37654757713035,14.705437173592491,9.91,31.65,23.11738296114312,250.76,90.7585898474483,3899.38
2022-07-11,125.44846157387943,14.948386854386092,9.63,30.24,21.94545403675324,234.34,87.96871154221617,3854.43
2022-07-12,123.81487863974377,14.585480485036417,9.86,30.88,22.552817357825703,233.07,89.0069927762733,3818.8
2022-07-13,127.41645972244179,14.780729566233934,9.82,31.07,22.1068061597014,237.04,87.79930363426945,3801.78
2022-07-14,126.81727638895268,14.687272300323219,9.72,30.94,21.59935658131065,238.31,86.40739372560314,3790.38
2022-07-15,126.4144898191427,14.736520685895039,10.13,32.19,23.110684671286013,240.07,90.53762829575447,3863.16
2022-07-18,127.6042322573571,14.806093878281384,10.2,31.95,23.454093172531817,240.55,92.4396332682599,3830.85
2022-07-19,129.59021887061803,14.91112531924138,10.74,33.69,24.37611285590605,245.53,95.55278529120632,3936.69
2022-07-20,131.26865568747607,15.0316597046205,10.86,34.05,24.151306864933048,247.5,93.67305746398961,3959.9
2022-07-21,130.53175915160077,15.006105248650613,11.09,34.41,23.903096291051583,271.71,91.59580078333529,3998.95
2022-07-22,132.52069727617447,15.210213791986627,10.94,33.96,24.13638797466546,272.24,90.20571427904967,3961.63
2022-07-25,135.73328696602977,15.044383863912984,10.95,33.81,24.68571526875126,268.43,89.26268368625108,3966.84
2022-07-26,135.62141078215078,15.031261250520348,10.7,32.66,24.058799420657458,258.86,87.55055789175836,3921.05
2022-07-27,135.5696824244361,14.992845014953547,11.25,33.97,24.759224811584023,274.82,88.63170668197822,4023.61
2022-07-28,135.38924661036262,14.781465949639975,11.94,35.01,25.584538679386945,280.9,91.1718552939256,4072.43
2022-07-29,137.21831189433158,15.05450234915658,12.53,35.52,26.93201998375428,297.15,92.46169629395277,4130.29
2022-08-01,136.4670393478685,15.698501850803178,13.09,36.01,28.036153001314098,297.28,93.20894332896702,4118.63
2022-08-02,136.34717428735414,15.503677860643002,12.93,35.39,27.871557798985812,300.59,94.6658435172546,4091.19
2022-08-03,135.87475512999782,15.30428353509605,13.39,36.54,27.88585260038257,307.4,97.64971759816171,4155.17
2022-08-04,136.28147083064079,14.781803175502835,13.11,35.49,27.48668359064136,308.63,97.04020062784808,4151.94
2022-08-05,135.4434489064456,15.156121328431965,13.05,35.32,27.742561504598804,288.17,96.07923340635942,4145.19
2022-08-08,136.41885666534796,14.833662073035928,13.46,36.79,28.325990905942312,290.42,98.32982820212742,4140.06
2022-08-09,135.06346738956182,14.576683872600197,12.96,35.87,27.65348438556475,283.33,96.15959854072622,4122.47
2022-08-10,133.48889701305097,14.623299960551334,13.36,37.17,28.585019434296385,294.36,98.11773634472672,4210.24
2022-08-11,134.95651776792914,14.882782298794035,13.64,37.67,28.240571837059537,286.63,97.91488743505758,4207.27
2022-08-12,135.99190864627144,15.19903115859014,13.94,38.67,28.429568513668645,300.03,98.68443131185151,4280.15
2022-08-15,136.56141890392982,15.147800890241074,14.06,38.59,28.470001696944337,309.32,100.40550598463452,4297.14
2022-08-16,136.37001224161105,15.082504667841746,14.16,38.19,28.89200276661777,306.56,101.72228630740052,4305.2
2022-08-17,131.4095652173913,15.392286920749905,13.81,37.61,28.149588993891186,304.0,99.20689938818096,4274.04
